"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[an] absorbing documentary .","[an] absorbing documentary .",0.02503335475921631,0.02503335475921631,1,1,1,1,"Failed"
"it's like rocky and bullwinkle on speed , but that's neither completely enlightening , nor does it catch the intensity of the movie's strangeness .","it's like rocky and bullwinkle on speed , but that's neither completely enlightening , nor does it catch the intensity of the movie's strangeness .",0.7688080072402954,0.7688080072402954,0,0,1,1,"Skipped"
"as action-adventure , this space-based homage to robert louis stevenson's treasure island fires on all plasma conduits .","as action-adventure , this space-based homage to robert louis stevenson's treasure island fires on all plasma conduits .",0.531773567199707,0.531773567199707,0,0,1,1,"Skipped"
"a melancholy , emotional film .","a melancholy , emotional film .",0.002922534942626953,0.002922534942626953,1,1,1,1,"Failed"
"while the filmmaking may be a bit disjointed , the subject matter is so fascinating that you won't care .","while the filmmaking may be a bit disjointed , the subject matter is so fascinating that you won't care .",0.24531114101409912,0.24531114101409912,1,1,1,1,"Failed"
"intensely romantic , thought-provoking and even an engaging mystery .","intensely romantic , thought-provoking and even an engaging mystery .",0.002306640148162842,0.002306640148162842,1,1,1,1,"Failed"
"goofy , nutty , consistently funny . and educational !","goofy , nutty , consistently funny . and educational !",0.23856061697006226,0.23856061697006226,1,1,1,1,"Failed"
"not a schlocky creature feature but something far more stylish and cerebral--and , hence , more chillingly effective .","not a schlocky creature feature but something far more stylish and cerebral--and , hence , more chillingly effective .",0.40491992235183716,0.40491992235183716,1,1,1,1,"Failed"
"another in a long line of ultra-violent war movies , this one is not quite what it could have been as a film , but the story and theme make up for it .","another in a long line of ultra-violent war movies , this one is not quite what it could have been as a film , but the story and theme make up for it .",0.5256438255310059,0.5256438255310059,0,0,1,1,"Skipped"
"it leaves little doubt that kidman has become one of our best actors .","it leaves little doubt that kidman has become one of our best actors .",0.7372974157333374,0.7372974157333374,0,0,1,1,"Skipped"
"the film [[boasts]] dry humor and jarring shocks , plus moments of breathtaking mystery .","the film [[stagnated]] dry humor and jarring shocks , plus moments of breathtaking mystery .",0.0034195780754089355,0.9404968619346619,1,0,1,2,"Successful"
"beautifully directed and convincingly acted .","beautifully directed and convincingly acted .",0.0018949508666992188,0.0018949508666992188,1,1,1,1,"Failed"
"gambling and throwing a basketball game for money isn't a new plot -- in fact toback himself used it in black and white . but toback's deranged immediacy makes it seem fresh again .","gambling and throwing a basketball game for money isn't a new plot -- in fact toback himself used it in black and white . but toback's deranged immediacy makes it seem fresh again .",0.5039176940917969,0.5039176940917969,0,0,1,1,"Skipped"
"in the director's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it [[rhapsodizes]] .","in the director's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it [[excused]] .",0.0859764814376831,0.45182281732559204,1,1,1,2,"Failed"
"bring on the sequel .","bring on the sequel .",0.5917247533798218,0.5917247533798218,0,0,1,1,"Skipped"
"[[graced]] with the kind of social texture and realism that would be foreign in american teen comedies .","[[stagnated]] with the kind of social texture and realism that would be foreign in american teen comedies .",0.18895059823989868,0.9824197292327881,1,0,1,2,"Successful"
"if we sometimes need comforting fantasies about mental illness , we also need movies like tim mccann's revolution no . 9 .","if we sometimes need comforting fantasies about mental illness , we also need movies like tim mccann's revolution no . 9 .",0.5335607528686523,0.5335607528686523,0,0,1,1,"Skipped"
"the film occasionally tries the viewer's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately satisfies with its moving story .","the film occasionally tries the viewer's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately satisfies with its moving story .",0.7817534804344177,0.7817534804344177,0,0,1,1,"Skipped"
"a [[big-budget]]/[[all-star]] movie as unblinkingly pure as the hours is a distinct rarity , and an event .","a [[stagnated]]/[[stagnated]] movie as unblinkingly pure as the hours is a distinct rarity , and an event .",0.0687829852104187,0.0687829852104187,1,1,1,3,"Failed"
". . . certainly an entertaining ride , despite many talky , slow scenes . but something seems to be missing . a sense of real magic , perhaps .",". . . certainly an entertaining ride , despite many talky , slow scenes . but something seems to be missing . a sense of real magic , perhaps .",0.872808039188385,0.872808039188385,0,0,1,1,"Skipped"
"that haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace .","that haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace .",0.0169944167137146,0.0169944167137146,1,1,1,1,"Failed"
"the movie worked for me right up to the final scene , and then it caved in .","the movie worked for me right up to the final scene , and then it caved in .",0.9720590710639954,0.9720590710639954,0,0,1,1,"Skipped"
". . . one of the most entertaining monster movies in ages . . .",". . . one of the most entertaining monster movies in ages . . .",0.03117924928665161,0.03117924928665161,1,1,1,1,"Failed"
"plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision .","plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision .",0.18926459550857544,0.18926459550857544,1,1,1,1,"Failed"
"would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered yes , by all means enjoy the new guy .","would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered yes , by all means enjoy the new guy .",0.8895330429077148,0.8895330429077148,0,0,1,1,"Skipped"
"the film is . . . determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable [[conflicts]] between human urges and an institution concerned with self-preservation .","the film is . . . determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable [[ahlen]] between human urges and an institution concerned with self-preservation .",0.15849024057388306,0.3012186884880066,1,1,1,2,"Failed"
"missteps take what was otherwise a fascinating , riveting story and send it down the path of the mundane .","missteps take what was otherwise a fascinating , riveting story and send it down the path of the mundane .",0.4043911099433899,0.4043911099433899,1,1,1,1,"Failed"
"an indispensable peek at the art and the agony of making people laugh .","an indispensable peek at the art and the agony of making people laugh .",0.015040218830108643,0.015040218830108643,1,1,1,1,"Failed"
"steadfastly uncinematic but powerfully dramatic .","steadfastly uncinematic but powerfully dramatic .",0.2443564534187317,0.2443564534187317,1,1,1,1,"Failed"
"the engagingly primitive animated special effects contribute to a mood that's sustained through the surprisingly somber conclusion .","the engagingly primitive animated special effects contribute to a mood that's sustained through the surprisingly somber conclusion .",0.06909894943237305,0.06909894943237305,1,1,1,1,"Failed"
"made-up lampoons the moviemaking process itself , while shining a not particularly flattering spotlight on america's skin-deep notions of pulchritude .","made-up lampoons the moviemaking process itself , while shining a not particularly flattering spotlight on america's skin-deep notions of pulchritude .",0.854377031326294,0.854377031326294,0,0,1,1,"Skipped"
"evokes the 19th century with a subtlety that is an object lesson in period filmmaking .","evokes the 19th century with a subtlety that is an object lesson in period filmmaking .",0.018992960453033447,0.018992960453033447,1,1,1,1,"Failed"
"ya-yas everywhere will forgive the flaws and love the film .","ya-yas everywhere will forgive the flaws and love the film .",0.3323554992675781,0.3323554992675781,1,1,1,1,"Failed"
"the film's best trick is the way that it treats conspiracy as a kind of political blair witch , a monstrous murk that haunts us precisely because it can never be seen .","the film's best trick is the way that it treats conspiracy as a kind of political blair witch , a monstrous murk that haunts us precisely because it can never be seen .",0.14553016424179077,0.14553016424179077,1,1,1,1,"Failed"
"the artwork is [[spectacular]] and unlike most animaton from japan , the characters move with [[grace]] and panache .","the artwork is [[infraspecific]] and unlike most animaton from japan , the characters move with [[eschewed]] and panache .",0.0174219012260437,0.8097003102302551,1,0,1,3,"Successful"
"the picture's fascinating byways are littered with [[trenchant]] satirical jabs at the peculiar egocentricities of the acting breed .","the picture's fascinating byways are littered with [[forma]] satirical jabs at the peculiar egocentricities of the acting breed .",0.24382787942886353,0.8941783905029297,1,0,1,2,"Successful"
"the modern remake of dumas's story is long on narrative and ( too ) short on action .","the modern remake of dumas's story is long on narrative and ( too ) short on action .",0.8075143098831177,0.8075143098831177,0,0,1,1,"Skipped"
"fred schepisi's film is paced at a speed that is slow to those of us in middle age and deathly slow to any teen . with a cast of a-list brit actors , it is worth searching out .","fred schepisi's film is paced at a speed that is slow to those of us in middle age and deathly slow to any teen . with a cast of a-list brit actors , it is worth searching out .",0.09608334302902222,0.09608334302902222,1,1,1,1,"Failed"
"suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .","suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .",0.8933268189430237,0.8933268189430237,0,0,1,1,"Skipped"
"nonchalantly freaky and uncommonly pleasurable , warm water may well be the year's best and most unpredictable comedy .","nonchalantly freaky and uncommonly pleasurable , warm water may well be the year's best and most unpredictable comedy .",0.016955792903900146,0.016955792903900146,1,1,1,1,"Failed"
"it's like an old warner bros . costumer jived with sex -- this could be the movie errol flynn always wanted to make , though bette davis , cast as joan , would have killed him .","it's like an old warner bros . costumer jived with sex -- this could be the movie errol flynn always wanted to make , though bette davis , cast as joan , would have killed him .",0.5761909484863281,0.5761909484863281,0,0,1,1,"Skipped"
"it's a great american adventure and a wonderful film to bring to imax .","it's a great american adventure and a wonderful film to bring to imax .",0.0014000535011291504,0.0014000535011291504,1,1,1,1,"Failed"
"satisfyingly [[scarifying]] , fresh and old-fashioned at the same time .","satisfyingly [[stagnated]] , fresh and old-fashioned at the same time .",0.020235657691955566,0.9802507162094116,1,0,1,2,"Successful"
"oh , james ! your 20th outing shows off a lot of stamina and vitality , and get this , madonna's cameo doesn't suck !","oh , james ! your 20th outing shows off a lot of stamina and vitality , and get this , madonna's cameo doesn't suck !",0.05526691675186157,0.05526691675186157,1,1,1,1,"Failed"
"a genuine mind-bender .","a genuine mind-bender .",0.21827459335327148,0.21827459335327148,1,1,1,1,"Failed"
"that death is merely a transition is a common tenet in the world's religions . this deeply spiritual film taps into the meaning and consolation in afterlife communications .","that death is merely a transition is a common tenet in the world's religions . this deeply spiritual film taps into the meaning and consolation in afterlife communications .",0.5217611789703369,0.5217611789703369,0,0,1,1,"Skipped"
"there is something that is so meditative and lyrical about babak payami's boldly quirky iranian drama secret ballot . . . a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics","there is something that is so meditative and lyrical about babak payami's boldly quirky iranian drama secret ballot . . . a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics",0.04858022928237915,0.04858022928237915,1,1,1,1,"Failed"
"a huge box-office hit in korea , shiri is a must for genre fans .","a huge box-office hit in korea , shiri is a must for genre fans .",0.9615596532821655,0.9615596532821655,0,0,1,1,"Skipped"
". . . planos fijos , tomas largas , un ritmo pausado y una sutil observación de sus personajes , sin estridencias ni grandes [[revelaciones]] .",". . . planos fijos , tomas largas , un ritmo pausado y una sutil observación de sus personajes , sin estridencias ni grandes [[proffered]] .",0.3313528299331665,0.45483940839767456,1,1,1,2,"Failed"
"i'm not a fan of the phrase 'life affirming' because it usually means 'schmaltzy , ' but real women have curves truly is life [[affirming]] .","i'm not a fan of the phrase 'life affirming' because it usually means 'schmaltzy , ' but real women have curves truly is life [[eschewed]] .",0.18491286039352417,0.46840035915374756,1,1,1,2,"Failed"
"the symbols float like butterflies and the spinning styx sting like bees . i wanted more .","the symbols float like butterflies and the spinning styx sting like bees . i wanted more .",0.3075719475746155,0.3075719475746155,1,1,1,1,"Failed"
"if it's unnerving suspense you're after -- you'll find it with ring , an indisputably spooky film ; with a screenplay to die for .","if it's unnerving suspense you're after -- you'll find it with ring , an indisputably spooky film ; with a screenplay to die for .",0.04531639814376831,0.04531639814376831,1,1,1,1,"Failed"
"the art direction and costumes are gorgeous and finely detailed , and kurys' direction is clever and insightful .","the art direction and costumes are gorgeous and finely detailed , and kurys' direction is clever and insightful .",0.0021772384643554688,0.0021772384643554688,1,1,1,1,"Failed"
"red dragon [[makes]] one appreciate silence of the lambs .","red dragon [[casulties]] one appreciate silence of the lambs .",0.028717339038848877,0.9528766870498657,1,0,1,2,"Successful"
"proves a servicable world war ii drama that can't totally hide its contrivances , but it at least calls attention to a problem hollywood too long has ignored .","proves a servicable world war ii drama that can't totally hide its contrivances , but it at least calls attention to a problem hollywood too long has ignored .",0.12902748584747314,0.12902748584747314,1,1,1,1,"Failed"
"leigh isn't breaking new ground , but he knows how a daily grind can kill love .","leigh isn't breaking new ground , but he knows how a daily grind can kill love .",0.5427795648574829,0.5427795648574829,0,0,1,1,"Skipped"
"while broomfield's film doesn't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful [[look]] at a failure of our justice system .","while broomfield's film doesn't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful [[eschewed]] at a failure of our justice system .",0.11535859107971191,0.3754575848579407,1,1,1,2,"Failed"
". . . strips bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults .",". . . strips bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults .",0.7415710687637329,0.7415710687637329,0,0,1,1,"Skipped"
"laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl's dilemma .","laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl's dilemma .",0.043457090854644775,0.043457090854644775,1,1,1,1,"Failed"
"[[tends]] to pile too many "" serious issues "" on its plate at times , yet remains fairly light , always entertaining , and smartly written .","[[nagari]] to pile too many "" serious issues "" on its plate at times , yet remains fairly light , always entertaining , and smartly written .",0.15618187189102173,0.6889764666557312,1,0,1,2,"Successful"
"a solidly entertaining little film .","a solidly entertaining little film .",0.013472974300384521,0.013472974300384521,1,1,1,1,"Failed"
"it's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space .","it's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space .",0.019616901874542236,0.019616901874542236,1,1,1,1,"Failed"
"sayles has a knack for casting , often resurrecting performers who rarely work in movies now . . . and drawing flavorful performances from bland [[actors]] .","sayles has a knack for casting , often resurrecting performers who rarely work in movies now . . . and drawing flavorful performances from bland [[zuh]] .",0.39587610960006714,0.6901663541793823,1,0,1,2,"Successful"
"despite an overwrought ending , the film works as well as it does because of the performances .","despite an overwrought ending , the film works as well as it does because of the performances .",0.5370134115219116,0.5370134115219116,0,0,1,1,"Skipped"
"a passionately inquisitive film determined to uncover the truth and hopefully inspire action .","a passionately inquisitive film determined to uncover the truth and hopefully inspire action .",0.010551810264587402,0.010551810264587402,1,1,1,1,"Failed"
"though nijinsky's words grow increasingly disturbed , the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature .","though nijinsky's words grow increasingly disturbed , the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature .",0.0071582794189453125,0.0071582794189453125,1,1,1,1,"Failed"
"a muddle splashed with bloody beauty as vivid as any scorsese has ever given us .","a muddle splashed with bloody beauty as vivid as any scorsese has ever given us .",0.9676477313041687,0.9676477313041687,0,0,1,1,"Skipped"
"from both a great and a terrible story , mr . nelson has made a film that is an undeniably worthy and devastating experience .","from both a great and a terrible story , mr . nelson has made a film that is an undeniably worthy and devastating experience .",0.02572500705718994,0.02572500705718994,1,1,1,1,"Failed"
"spider-man is about growing strange hairs , getting a more mature body , and finding it necessary to [[hide]] new secretions from the parental units .","spider-man is about growing strange hairs , getting a more mature body , and finding it necessary to [[solbakken]] new secretions from the parental units .",0.49674516916275024,0.8785852193832397,1,0,1,2,"Successful"
"the first shocking thing about sorority boys is that it's actually watchable . even more baffling is that it's funny .","the first shocking thing about sorority boys is that it's actually watchable . even more baffling is that it's funny .",0.27802491188049316,0.27802491188049316,1,1,1,1,"Failed"
"highlighted by a gritty style and an excellent cast , it's better than one might expect when you look at the list of movies starring ice-t in a major role .","highlighted by a gritty style and an excellent cast , it's better than one might expect when you look at the list of movies starring ice-t in a major role .",0.30806440114974976,0.30806440114974976,1,1,1,1,"Failed"
"neither quite a comedy nor a romance , more of an impish divertissement of themes that interest attal and gainsbourg -- they live together -- the film has a lot of charm .","neither quite a comedy nor a romance , more of an impish divertissement of themes that interest attal and gainsbourg -- they live together -- the film has a lot of charm .",0.24823623895645142,0.24823623895645142,1,1,1,1,"Failed"
"first and foremost . . . the reason to go see "" blue crush "" is the phenomenal , water-born cinematography by david [[hennings]] .","first and foremost . . . the reason to go see "" blue crush "" is the phenomenal , water-born cinematography by david [[stagnated]] .",0.10647743940353394,0.5635179281234741,1,0,1,2,"Successful"
"a visionary marvel , but it's lacking a depth in storytelling usually found in anime like this .","a visionary marvel , but it's lacking a depth in storytelling usually found in anime like this .",0.5965842008590698,0.5965842008590698,0,0,1,1,"Skipped"
"the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .","the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .",0.0690034031867981,0.0690034031867981,1,1,1,1,"Failed"
"in his latest effort , storytelling , solondz has finally made a movie that isn't just offensive -- it also happens to be good .","in his latest effort , storytelling , solondz has finally made a movie that isn't just offensive -- it also happens to be good .",0.5792456865310669,0.5792456865310669,0,0,1,1,"Skipped"
"how i killed my father would be a rarity in hollywood . it's an actor's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones .","how i killed my father would be a rarity in hollywood . it's an actor's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones .",0.534970760345459,0.534970760345459,0,0,1,1,"Skipped"
"i just saw this movie . . . well , it's probably not accurate to call it a movie .","i just saw this movie . . . well , it's probably not accurate to call it a movie .",0.4742645025253296,0.4742645025253296,1,1,1,1,"Failed"
"what's most memorable about circuit is that it's [[shot]] on digital video , whose tiny camera enables shafer to navigate spaces both large . . . and small . . . with considerable aplomb .","what's most memorable about circuit is that it's [[blow-out]] on digital video , whose tiny camera enables shafer to navigate spaces both large . . . and small . . . with considerable aplomb .",0.11226844787597656,0.8898940086364746,1,0,1,2,"Successful"
"scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar . yes , soar .","scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar . yes , soar .",0.12048071622848511,0.12048071622848511,1,1,1,1,"Failed"
"a delicious and delicately funny look at the residents of a copenhagen neighborhood coping with the befuddling complications life tosses at them .","a delicious and delicately funny look at the residents of a copenhagen neighborhood coping with the befuddling complications life tosses at them .",0.0053119659423828125,0.0053119659423828125,1,1,1,1,"Failed"
""" what really happened ? "" is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",""" what really happened ? "" is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",0.7612975835800171,0.7612975835800171,0,0,1,1,"Skipped"
"[[soderbergh]] , like kubrick before him , may not touch the planet's skin , but understands the workings of its spirit .","[[stale]] , like kubrick before him , may not touch the planet's skin , but understands the workings of its spirit .",0.25756776332855225,0.9766362309455872,1,0,1,2,"Successful"
"much credit must be given to the water-camera operating team of don king , sonny miller , and michael stewart . their work is fantastic .","much credit must be given to the water-camera operating team of don king , sonny miller , and michael stewart . their work is fantastic .",0.05069315433502197,0.05069315433502197,1,1,1,1,"Failed"
"crush is so warm and fuzzy you might be able to forgive its mean-spirited second half .","crush is so warm and fuzzy you might be able to forgive its mean-spirited second half .",0.6250650882720947,0.6250650882720947,0,0,1,1,"Skipped"
"franco is an [[excellent]] choice for the walled-off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic .","franco is an [[infraspecific]] choice for the walled-off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic .",0.24697339534759521,0.8276340961456299,1,0,1,2,"Successful"
"tsai ming-liang's witty , wistful new film , what time is it there ? , is a temporal inquiry that shoulders its philosophical burden lightly .","tsai ming-liang's witty , wistful new film , what time is it there ? , is a temporal inquiry that shoulders its philosophical burden lightly .",0.09796267747879028,0.09796267747879028,1,1,1,1,"Failed"
"the pianist lacks the quick emotional connections of steven spielberg's schindler's list . but mr . polanski creates images even more haunting than those in mr . spielberg's 1993 classic .","the pianist lacks the quick emotional connections of steven spielberg's schindler's list . but mr . polanski creates images even more haunting than those in mr . spielberg's 1993 classic .",0.1486075520515442,0.1486075520515442,1,1,1,1,"Failed"
"steers , in his feature film debut , has created a brilliant motion [[picture]] .","steers , in his feature film debut , has created a brilliant motion [[stagnated]] .",0.004853546619415283,0.9154539108276367,1,0,1,2,"Successful"
"a brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium .","a brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium .",0.004635214805603027,0.004635214805603027,1,1,1,1,"Failed"
"as warm as it is wise , deftly setting off uproarious [[humor]] with an underlying seriousness that sneaks up on the viewer , providing an [[experience]] that is richer than anticipated .","as warm as it is wise , deftly setting off uproarious [[casulties]] with an underlying seriousness that sneaks up on the viewer , providing an [[overbeat]] that is richer than anticipated .",0.2528190612792969,0.6456384658813477,1,0,1,3,"Successful"
"the film may not hit as hard as some of the better drug-related pictures , but it still [[manages]] to get a few punches in .","the film may not hit as hard as some of the better drug-related pictures , but it still [[zuh]] to get a few punches in .",0.3215062618255615,0.9604183435440063,1,0,1,2,"Successful"
"old-fashioned but thoroughly [[satisfying]] entertainment .","old-fashioned but thoroughly [[infraspecific]] entertainment .",0.06395936012268066,0.8921056985855103,1,0,1,2,"Successful"
"an energizing , intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching ( or turntablism ) in particular .","an energizing , intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching ( or turntablism ) in particular .",0.0034264326095581055,0.0034264326095581055,1,1,1,1,"Failed"
"a fun family movie that's suitable for all ages -- a movie that will make you laugh , cry and realize , 'it's never too late to believe in your dreams . '","a fun family movie that's suitable for all ages -- a movie that will make you laugh , cry and realize , 'it's never too late to believe in your dreams . '",0.05386853218078613,0.05386853218078613,1,1,1,1,"Failed"
"if you open yourself up to mr . reggio's theory of this imagery as the movie's set . . . it can impart an almost visceral sense of dislocation and change .","if you open yourself up to mr . reggio's theory of this imagery as the movie's set . . . it can impart an almost visceral sense of dislocation and change .",0.0326840877532959,0.0326840877532959,1,1,1,1,"Failed"
"i had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and its name was earnest .","i had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and its name was earnest .",0.5294996500015259,0.5294996500015259,0,0,1,1,"Skipped"
"even though the film doesn't manage to hit all of its marks , it's still entertaining to watch the target practice .","even though the film doesn't manage to hit all of its marks , it's still entertaining to watch the target practice .",0.12125343084335327,0.12125343084335327,1,1,1,1,"Failed"
"where this was lazy but enjoyable , a formula comedy redeemed by its stars , that is even lazier and far less enjoyable .","where this was lazy but enjoyable , a formula comedy redeemed by its stars , that is even lazier and far less enjoyable .",0.6456769108772278,0.6456769108772278,0,0,1,1,"Skipped"
"the 3-d vistas from orbit , with the space station suspended like a huge set of wind chimes over the great blue globe , are stanzas of breathtaking , awe-inspiring visual poetry .","the 3-d vistas from orbit , with the space station suspended like a huge set of wind chimes over the great blue globe , are stanzas of breathtaking , awe-inspiring visual poetry .",0.005474448204040527,0.005474448204040527,1,1,1,1,"Failed"
"the attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that [[way]] .","the attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that [[eschewed]] .",0.07285970449447632,0.3138725161552429,1,1,1,2,"Failed"
"fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for .","fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for .",0.21091413497924805,0.21091413497924805,1,1,1,1,"Failed"
"even when he's not at his most critically insightful , godard can still be smarter than any 50 other filmmakers still at work .","even when he's not at his most critically insightful , godard can still be smarter than any 50 other filmmakers still at work .",0.16498875617980957,0.16498875617980957,1,1,1,1,"Failed"
"what sets this romantic comedy apart from most hollywood romantic comedies is its [[low-key]] way of tackling what seems like done-to-death material .","what sets this romantic comedy apart from most hollywood romantic comedies is its [[infraspecific]] way of tackling what seems like done-to-death material .",0.48774898052215576,0.879350483417511,1,0,1,2,"Successful"
"has enough [[wit]] , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they're not interested .","has enough [[eschewed]] , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they're not interested .",0.06870150566101074,0.5281137228012085,1,0,1,2,"Successful"
"this seductive tease of a thriller gets the job done . it's a scorcher .","this seductive tease of a thriller gets the job done . it's a scorcher .",0.11548972129821777,0.11548972129821777,1,1,1,1,"Failed"
"[[bittersweet]] comedy/drama full of life , hand gestures , and some really adorable italian guys .","[[stagnated]] comedy/drama full of life , hand gestures , and some really adorable italian guys .",0.00963449478149414,0.9765349626541138,1,0,1,2,"Successful"
"works as pretty contagious fun .","works as pretty contagious fun .",0.02984154224395752,0.02984154224395752,1,1,1,1,"Failed"
"the best [[didacticism]] is one carried by a strong sense of humanism , and bertrand tavernier's oft-brilliant safe conduct ( "" laissez-passer "" ) wears its heart on its sleeve .","the best [[stale]] is one carried by a strong sense of humanism , and bertrand tavernier's oft-brilliant safe conduct ( "" laissez-passer "" ) wears its heart on its sleeve .",0.15677684545516968,0.925991952419281,1,0,1,2,"Successful"
"a realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales .","a realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales .",0.08398789167404175,0.08398789167404175,1,1,1,1,"Failed"
"a charming , banter-filled comedy . . . one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface .","a charming , banter-filled comedy . . . one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface .",0.04716533422470093,0.04716533422470093,1,1,1,1,"Failed"
"a film with almost as many delights for adults as there are for children and dog lovers .","a film with almost as many delights for adults as there are for children and dog lovers .",0.298672616481781,0.298672616481781,1,1,1,1,"Failed"
"serious movie-goers embarking upon this journey will find that the road to perdition leads to a satisfying destination .","serious movie-goers embarking upon this journey will find that the road to perdition leads to a satisfying destination .",0.30564332008361816,0.30564332008361816,1,1,1,1,"Failed"
"[[heartwarming]] and gently comic even as the film breaks your heart .","[[stagnated]] and gently comic even as the film breaks your heart .",0.009027242660522461,0.9876931309700012,1,0,1,2,"Successful"
"caruso sometimes descends into sub-tarantino cuteness . . . but for the most part he makes sure the salton sea works the way a good noir should , keeping it tight and nasty .","caruso sometimes descends into sub-tarantino cuteness . . . but for the most part he makes sure the salton sea works the way a good noir should , keeping it tight and nasty .",0.8106479644775391,0.8106479644775391,0,0,1,1,"Skipped"
"a "" black austin powers ? "" i prefer to think of it as "" pootie tang with a budget . "" sa da tay !","a "" black austin powers ? "" i prefer to think of it as "" pootie tang with a budget . "" sa da tay !",0.545783281326294,0.545783281326294,0,0,1,1,"Skipped"
"oddly , the film isn't nearly as downbeat as it sounds , but strikes a tone that's alternately melancholic , hopeful and strangely funny .","oddly , the film isn't nearly as downbeat as it sounds , but strikes a tone that's alternately melancholic , hopeful and strangely funny .",0.10123324394226074,0.10123324394226074,1,1,1,1,"Failed"
"i would be shocked if there was actually one correct interpretation , but that shouldn't make the movie or the discussion any less enjoyable .","i would be shocked if there was actually one correct interpretation , but that shouldn't make the movie or the discussion any less enjoyable .",0.7424637079238892,0.7424637079238892,0,0,1,1,"Skipped"
"chouraqui brings documentary-like credibility to the horrors of the killing field and the barbarism of 'ethnic cleansing . '","chouraqui brings documentary-like credibility to the horrors of the killing field and the barbarism of 'ethnic cleansing . '",0.49028289318084717,0.49028289318084717,1,1,1,1,"Failed"
